item_name,store_name,category,OOS_days,date_list,OOS_lastDay,avg_loss_sale_quantity,avg_loss_net_sale,avg_loss_mergin,total_loss_sale_quantity,total_loss_net_sale,total_loss_mergin
AULS316287-RRD Sweet Chilli Sour Crm 90g,AULS.AVV103,beverage,2,"[Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00')]",0,1.1851851851851851,4.814074074074074,2.9888888888888885,2.3703703703703702,9.628148148148147,5.977777777777777
AULS404690-JCs Natural Almonds 45g,AULS.AVV103,beverage,2,"[Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00')]",0,0.3333333333333333,1.1566666666666667,0.7066666666666666,0.6666666666666666,2.3133333333333335,1.413333333333333
AULS494626-HL ESPRESSO HEMP ENR BALL,AULS.AVV103,beverage,7,"[Timestamp('2019-11-24 00:00:00'), Timestamp('2019-11-25 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2019-11-30 00:00:00')]",1,0.4,0.6360000000000001,0.016000000000000104,2.8000000000000003,4.452000000000001,0.11200000000000074
AULS500106-CAD Dairy Milk Block 180g,AULS.AVV103,beverage,5,"[Timestamp('2019-11-26 00:00:00'), Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2019-11-30 00:00:00')]",1,0.375,2.044166666666667,0.7466666666666667,1.875,10.220833333333335,3.7333333333333334
AULS434298-Kit Kat Caramel Chunky 55g,AULS.BNK101,beverage,7,"[Timestamp('2019-11-24 00:00:00'), Timestamp('2019-11-25 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2019-11-30 00:00:00')]",1,0.3,0.945,0.5700000000000001,2.1,6.614999999999999,3.99
AULS436250-Go Nat Bkd Muesli Apricot 90g,AULS.BNK101,beverage,3,"[Timestamp('2019-11-28 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2019-11-30 00:00:00')]",1,0.15384615384615385,0.6953846153846153,0.43923076923076915,0.46153846153846156,2.086153846153846,1.3176923076923075
AULS487109-CAD Twirl Bites Bag 109g,AULS.BNK101,beverage,7,"[Timestamp('2019-11-24 00:00:00'), Timestamp('2019-11-25 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2019-11-30 00:00:00')]",1,0.0625,0.3675,0.213125,0.4375,2.5725,1.491875
AULS500131-RRD Popcorn Chilli & CNut 80g,AULS.BNK101,beverage,7,"[Timestamp('2019-11-24 00:00:00'), Timestamp('2019-11-25 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2019-11-30 00:00:00')]",1,0.2,0.7639999999999999,0.46799999999999997,1.4000000000000001,5.347999999999999,3.276
AULS501836-Eclipse Mint Peppermint 17g,AULS.BNK101,beverage,7,"[Timestamp('2019-11-24 00:00:00'), Timestamp('2019-11-25 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2019-11-30 00:00:00')]",1,0.25,0.8125,0.5125,1.75,5.6875,3.5874999999999995
AULS501837-Eclipse Mints Spearmint 17g,AULS.BNK101,beverage,7,"[Timestamp('2019-11-24 00:00:00'), Timestamp('2019-11-25 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2019-11-27 00:00:00'), Timestamp('2019-11-28 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2019-11-30 00:00:00')]",1,0.5,1.625,1.025,3.5,11.375,7.174999999999999
